run_csv_path,perfect_csv_path,regime_key,case_name,case_type,residual_csv_path,metadata_path,n_nodes_merged,max_abs_residual_overall,status
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\ip_3track_1_arc_678\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_S_L,ip_3track_1_arc_678,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_3track_1_arc_678\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_3track_1_arc_678\metadata.json,24366,11.9999999983049,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\ip_first_track_3arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_S_L,ip_first_track_3arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_first_track_3arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_first_track_3arc_78910\metadata.json,24366,12.0000000065996,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\ip_frst_Arc_defect_all_tracks_111\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_S_L,ip_frst_Arc_defect_all_tracks_111,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_frst_Arc_defect_all_tracks_111\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\ip_frst_Arc_defect_all_tracks_111\metadata.json,24366,11.9999999989805,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_S_L,Perfect_structure,PERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\Perfect_structure\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_S_L\Perfect_structure\metadata.json,24366,0.0,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\ip_1and3line_3_arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,ip_1and3line_3_arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_1and3line_3_arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_1and3line_3_arc_78910\metadata.json,24366,8.0000000731,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Ip_1track_1_arc_345\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,Ip_1track_1_arc_345,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\Ip_1track_1_arc_345\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\Ip_1track_1_arc_345\metadata.json,24366,8.00000026112,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\ip_2_arc_all_tracks_222\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,ip_2_arc_all_tracks_222,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_2_arc_all_tracks_222\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_2_arc_all_tracks_222\metadata.json,24366,8.000000080886,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\ip_3track_1_arc_678\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,ip_3track_1_arc_678,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_3track_1_arc_678\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_3track_1_arc_678\metadata.json,24366,8.00000058115,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\ip_first_track_3arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,ip_first_track_3arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_first_track_3arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_first_track_3arc_78910\metadata.json,24366,8.000000076556,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\ip_frst_Arc_defect_all_tracks_111\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,ip_frst_Arc_defect_all_tracks_111,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_frst_Arc_defect_all_tracks_111\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\ip_frst_Arc_defect_all_tracks_111\metadata.json,24366,8.00000011806,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_H,Perfect_structure,PERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\Perfect_structure\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_H\Perfect_structure\metadata.json,24366,0.0,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\ip_1and3line_3_arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,ip_1and3line_3_arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_1and3line_3_arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_1and3line_3_arc_78910\metadata.json,24366,7.999999979796,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Ip_1track_1_arc_345\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,Ip_1track_1_arc_345,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\Ip_1track_1_arc_345\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\Ip_1track_1_arc_345\metadata.json,24366,7.00000040032,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\ip_2_arc_all_tracks_222\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,ip_2_arc_all_tracks_222,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_2_arc_all_tracks_222\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_2_arc_all_tracks_222\metadata.json,24366,7.00000069777,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\ip_3track_1_arc_678\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,ip_3track_1_arc_678,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_3track_1_arc_678\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_3track_1_arc_678\metadata.json,24366,7.999999939443,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\ip_first_track_3arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,ip_first_track_3arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_first_track_3arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_first_track_3arc_78910\metadata.json,24366,7.0000007962,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\ip_frst_Arc_defect_all_tracks_111\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,ip_frst_Arc_defect_all_tracks_111,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_frst_Arc_defect_all_tracks_111\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\ip_frst_Arc_defect_all_tracks_111\metadata.json,24366,8.000000072156,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_1st_track\Winter\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G1_W_L,Perfect_structure,PERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\Perfect_structure\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G1_W_L\Perfect_structure\metadata.json,24366,0.0,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\ip_1and3line_3_arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,ip_1and3line_3_arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_1and3line_3_arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_1and3line_3_arc_78910\metadata.json,24366,7.999999979231,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Ip_1track_1_arc_345\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,Ip_1track_1_arc_345,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\Ip_1track_1_arc_345\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\Ip_1track_1_arc_345\metadata.json,24366,9.0000000081378,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\ip_2_arc_all_tracks_222\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,ip_2_arc_all_tracks_222,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_2_arc_all_tracks_222\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_2_arc_all_tracks_222\metadata.json,24366,8.000000056767,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\ip_3track_1_arc_678\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,ip_3track_1_arc_678,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_3track_1_arc_678\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_3track_1_arc_678\metadata.json,24366,7.999999978255,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\ip_first_track_3arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,ip_first_track_3arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_first_track_3arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_first_track_3arc_78910\metadata.json,24366,8.000000019997,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\ip_frst_Arc_defect_all_tracks_111\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,ip_frst_Arc_defect_all_tracks_111,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_frst_Arc_defect_all_tracks_111\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\ip_frst_Arc_defect_all_tracks_111\metadata.json,24366,8.9999999982072,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_H,Perfect_structure,PERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\Perfect_structure\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_H\Perfect_structure\metadata.json,24366,0.0,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\ip_1and3line_3_arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,ip_1and3line_3_arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_1and3line_3_arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_1and3line_3_arc_78910\metadata.json,24366,8.00000010385,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Ip_1track_1_arc_345\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,Ip_1track_1_arc_345,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\Ip_1track_1_arc_345\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\Ip_1track_1_arc_345\metadata.json,24366,9.0000000016277,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\ip_2_arc_all_tracks_222\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,ip_2_arc_all_tracks_222,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_2_arc_all_tracks_222\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_2_arc_all_tracks_222\metadata.json,24366,8.000000079807,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\ip_3track_1_arc_678\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,ip_3track_1_arc_678,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_3track_1_arc_678\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_3track_1_arc_678\metadata.json,24366,8.00000014343,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\ip_first_track_3arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,ip_first_track_3arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_first_track_3arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_first_track_3arc_78910\metadata.json,24366,8.000000081506,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\ip_frst_Arc_defect_all_tracks_111\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,ip_frst_Arc_defect_all_tracks_111,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_frst_Arc_defect_all_tracks_111\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\ip_frst_Arc_defect_all_tracks_111\metadata.json,24366,8.00000008423,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Summer\Small_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_S_L,Perfect_structure,PERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\Perfect_structure\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_S_L\Perfect_structure\metadata.json,24366,0.0,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Winter\Big_train\ip_1and3line_3_arc_78910\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_W_H,ip_1and3line_3_arc_78910,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_W_H\ip_1and3line_3_arc_78910\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_W_H\ip_1and3line_3_arc_78910\metadata.json,24366,7.999999961612,OK
C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Winter\Big_train\Ip_1track_1_arc_345\Results\combined_8results_10timesteps.csv,C:\Users\Priyanshu\Desktop\new_train\One_train_middle_track\Winter\Big_train\Perfect_Structure\Results\combined_8results_10timesteps.csv,G2_W_H,Ip_1track_1_arc_345,IMPERFECT,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_W_H\Ip_1track_1_arc_345\disp_residual.csv,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_disp\G2_W_H\Ip_1track_1_arc_345\metadata.json,24366,8.000000048664,OK
