regime_key,case_name,residual_csv_path,candidate_count
G1_S_H,ip_first_track_3arc_78910,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_H\ip_first_track_3arc_78910\stress_residual.csv,184648
G2_W_H,ip_first_track_3arc_78910,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_H\ip_first_track_3arc_78910\stress_residual.csv,177645
G2_S_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_L\ip_3track_1_arc_678\stress_residual.csv,175620
G3_S_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_L\ip_3track_1_arc_678\stress_residual.csv,172536
G1_S_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_L\ip_3track_1_arc_678\stress_residual.csv,171230
G1_W_H,ip_first_track_3arc_78910,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_H\ip_first_track_3arc_78910\stress_residual.csv,169116
G3_W_H,ip_first_track_3arc_78910,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_H\ip_first_track_3arc_78910\stress_residual.csv,166642
G4_S_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_L\ip_3track_1_arc_678\stress_residual.csv,165189
G1_W_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_L\ip_3track_1_arc_678\stress_residual.csv,164132
G3_W_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_L\ip_3track_1_arc_678\stress_residual.csv,163652
G2_S_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_H\ip_3track_1_arc_678\stress_residual.csv,163327
G1_S_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_H\ip_3track_1_arc_678\stress_residual.csv,161578
G2_W_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_L\ip_3track_1_arc_678\stress_residual.csv,159804
G1_S_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,152594
G4_W_L,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_L\ip_3track_1_arc_678\stress_residual.csv,151641
G2_W_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_H\ip_3track_1_arc_678\stress_residual.csv,149573
G3_S_H,ip_first_track_3arc_78910,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_H\ip_first_track_3arc_78910\stress_residual.csv,149080
G4_S_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_H\ip_3track_1_arc_678\stress_residual.csv,148722
G1_W_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_H\ip_3track_1_arc_678\stress_residual.csv,144979
G3_W_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_H\ip_3track_1_arc_678\stress_residual.csv,141646
G4_W_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_H\ip_3track_1_arc_678\stress_residual.csv,141265
G4_S_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_L\Ip_1track_1_arc_345\stress_residual.csv,140213
G1_W_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,138064
G3_W_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,137250
G3_W_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,135189
G4_W_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_L\Ip_1track_1_arc_345\stress_residual.csv,131640
G4_S_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_H\Ip_1track_1_arc_345\stress_residual.csv,130570
G1_W_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,129483
G4_W_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,126175
G1_S_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_L\Ip_1track_1_arc_345\stress_residual.csv,125051
G4_W_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_H\Ip_1track_1_arc_345\stress_residual.csv,124906
G2_S_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_L\Ip_1track_1_arc_345\stress_residual.csv,124507
G2_W_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_H\ip_2_arc_all_tracks_222\stress_residual.csv,123618
G2_S_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_H\Ip_1track_1_arc_345\stress_residual.csv,123053
G3_S_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_L\Ip_1track_1_arc_345\stress_residual.csv,122172
G2_W_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_L\ip_2_arc_all_tracks_222\stress_residual.csv,120980
G3_S_H,ip_3track_1_arc_678,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_H\ip_3track_1_arc_678\stress_residual.csv,120718
G1_S_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_H\ip_2_arc_all_tracks_222\stress_residual.csv,120334
G4_W_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_W_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,120190
G1_W_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_H\ip_2_arc_all_tracks_222\stress_residual.csv,119426
G1_S_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_H\Ip_1track_1_arc_345\stress_residual.csv,118988
G3_W_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_L\Ip_1track_1_arc_345\stress_residual.csv,115927
G3_S_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,115867
G4_S_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,114579
G1_S_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,113503
G1_W_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_H\Ip_1track_1_arc_345\stress_residual.csv,112922
G4_S_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G4_S_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,112145
G1_W_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_L\Ip_1track_1_arc_345\stress_residual.csv,111175
G3_W_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_H\Ip_1track_1_arc_345\stress_residual.csv,110940
G1_W_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_W_L\ip_2_arc_all_tracks_222\stress_residual.csv,109364
G2_W_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,109179
G2_W_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_H\Ip_1track_1_arc_345\stress_residual.csv,109113
G2_W_L,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_L\Ip_1track_1_arc_345\stress_residual.csv,108861
G1_S_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G1_S_L\ip_2_arc_all_tracks_222\stress_residual.csv,108170
G2_W_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_W_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,106012
G2_S_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_H\ip_2_arc_all_tracks_222\stress_residual.csv,103226
G2_S_H,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_H\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,100506
G2_S_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_L\ip_2_arc_all_tracks_222\stress_residual.csv,97802
G3_S_H,Ip_1track_1_arc_345,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_H\Ip_1track_1_arc_345\stress_residual.csv,93045
G2_S_L,ip_frst_Arc_defect_all_tracks_111,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G2_S_L\ip_frst_Arc_defect_all_tracks_111\stress_residual.csv,91556
G3_S_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_H\ip_2_arc_all_tracks_222\stress_residual.csv,82610
G3_W_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_L\ip_2_arc_all_tracks_222\stress_residual.csv,82512
G3_W_H,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_W_H\ip_2_arc_all_tracks_222\stress_residual.csv,82357
G3_S_L,ip_2_arc_all_tracks_222,C:\Users\Priyanshu\Desktop\new_train\training_residuals\residuals_stress\G3_S_L\ip_2_arc_all_tracks_222\stress_residual.csv,73299
